num_pipeline__ContractRisk,cat_pipeline__Contract_Month-to-month,num_pipeline__MonthlyChargePerService,num_pipeline__tenure,cat_pipeline__TechSupport_No,cat_pipeline__Contract_Two year,cat_pipeline__TenureGroup_New,cat_pipeline__OnlineSecurity_No,num_pipeline__MonthlyCharges,cat_pipeline__InternetService_Fiber optic,num_pipeline__IsLongTermCustomer,cat_pipeline__OnlineBackup_No,cat_pipeline__TenureGroup_Very_Loyal,num_pipeline__TotalCharges,cat_pipeline__PaymentMethod_Electronic check,num_pipeline__TotalServices,cat_pipeline__TechSupport_Yes,cat_pipeline__DeviceProtection_No,cat_pipeline__InternetService_No,num_pipeline__HasSecurityServices,cat_pipeline__Dependents_No,num_pipeline__HasFamily,cat_pipeline__OnlineSecurity_Yes,cat_pipeline__Contract_One year,num_pipeline__SeniorCitizen,cat_pipeline__PaperlessBilling_No,cat_pipeline__StreamingMovies_No,cat_pipeline__Partner_No,cat_pipeline__StreamingTV_No,cat_pipeline__PaymentMethod_Bank transfer (automatic),cat_pipeline__TenureGroup_Loyal,cat_pipeline__TenureGroup_Regular,cat_pipeline__StreamingTV_Yes,cat_pipeline__PaymentMethod_Credit card (automatic),cat_pipeline__PaymentMethod_Mailed check,cat_pipeline__StreamingMovies_Yes,cat_pipeline__OnlineBackup_Yes,cat_pipeline__MultipleLines_Yes,num_pipeline__HasStreamingServices,num_pipeline__PaperlessAutoPay,cat_pipeline__gender_Female,cat_pipeline__DeviceProtection_Yes,cat_pipeline__PhoneService_No,cat_pipeline__MultipleLines_No,cat_pipeline__InternetService_DSL,Churn
0.8277744484887779,1.0,-0.9224418766734804,0.1023712383613841,1.0,0.0,0.0,1.0,-0.5219756496159262,0.0,0.8873762157187617,1.0,0.0,-0.2632895107574212,1.0,-0.0721985345526017,0.0,0.0,0.0,-0.8570915419778968,1.0,-1.0748569770162684,0.0,0.0,-0.4417729543927776,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99893560374307,-0.5793997973574113,0.0,1.0,1.0,0.0,1.0,0
0.8277744484887779,1.0,1.4554271356979724,-0.7117434584104956,1.0,0.0,0.0,0.0,0.3374778078243394,1.0,-1.126917740509886,1.0,0.0,-0.5048149695448421,0.0,-0.5030952969142092,0.0,1.0,0.0,1.16673651648961,0.0,0.9303563370597766,1.0,0.0,-0.4417729543927776,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0010655304035032,-0.5793997973574113,0.0,0.0,0.0,1.0,0.0,0
-1.5693888734262953,0.0,-1.3262749975572452,-0.7931549280876836,0.0,1.0,0.0,0.0,-0.8090131942822701,0.0,-1.126917740509886,0.0,0.0,-0.7512139651301911,0.0,-0.0721985345526017,1.0,1.0,0.0,1.16673651648961,0.0,0.9303563370597766,1.0,0.0,-0.4417729543927776,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0010655304035032,-0.5793997973574113,0.0,0.0,1.0,0.0,1.0,0
-1.5693888734262953,0.0,-0.9317790586592324,-0.2639803751859618,1.0,1.0,0.0,1.0,0.2843841579438598,0.0,0.8873762157187617,0.0,0.0,-0.1736998545756848,0.0,0.7895949901706132,0.0,0.0,0.0,-0.8570915419778968,1.0,0.9303563370597766,0.0,0.0,-0.4417729543927776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99893560374307,1.7259239726366955,1.0,1.0,0.0,1.0,1.0,0
0.8277744484887779,1.0,0.9403259294839994,-1.281623746150811,1.0,0.0,1.0,1.0,-0.6762790695810708,0.0,-1.126917740509886,1.0,0.0,-0.990851477230126,1.0,-0.9339920592758166,0.0,1.0,0.0,-0.8570915419778968,0.0,0.9303563370597766,0.0,0.0,-0.4417729543927776,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0010655304035032,-0.5793997973574113,0.0,0.0,0.0,1.0,1.0,0
-1.5693888734262953,0.0,-1.0985144512619427,1.3642490183577978,0.0,1.0,0.0,1.0,0.4834853449956588,0.0,0.8873762157187617,0.0,1.0,1.270974512983176,0.0,1.2204917525322203,1.0,0.0,0.0,1.16673651648961,0.0,0.9303563370597766,0.0,0.0,-0.4417729543927776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99893560374307,1.7259239726366955,0.0,1.0,0.0,1.0,1.0,0
0.8277744484887779,1.0,0.4781354211892866,-1.281623746150811,0.0,0.0,1.0,0.0,-1.497571466169742,0.0,-1.126917740509886,0.0,0.0,-1.0017181471173986,0.0,-1.364888821637424,0.0,0.0,1.0,-0.8570915419778968,1.0,-1.0748569770162684,0.0,0.0,-0.4417729543927776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0010655304035032,-0.5793997973574113,1.0,0.0,0.0,1.0,0.0,0
0.8277744484887779,1.0,-0.5769661432006646,0.305899912554354,1.0,0.0,0.0,1.0,-0.2764175189187074,0.0,0.8873762157187617,0.0,0.0,0.0341499039954203,0.0,-0.0721985345526017,0.0,1.0,0.0,-0.8570915419778968,1.0,0.9303563370597766,0.0,0.0,-0.4417729543927776,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0010655304035032,-0.5793997973574113,1.0,0.0,0.0,0.0,1.0,0
-1.5693888734262953,0.0,-0.4275712314286363,1.3235432835192036,0.0,1.0,0.0,1.0,-0.1702302191577481,0.0,0.8873762157187617,1.0,1.0,0.6616067902944623,0.0,-0.0721985345526017,1.0,1.0,0.0,1.16673651648961,1.0,0.9303563370597766,0.0,0.0,-0.4417729543927776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.99893560374307,1.7259239726366955,1.0,0.0,0.0,1.0,1.0,0
-0.3708072124687587,0.0,-1.0705029053046875,1.1200146093262338,0.0,0.0,0.0,1.0,0.5183280527297236,0.0,0.8873762157187617,1.0,1.0,1.1177215382699437,0.0,1.2204917525322203,1.0,0.0,0.0,1.16673651648961,1.0,-1.0748569770162684,0.0,1.0,-0.4417729543927776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.99893560374307,-0.5793997973574113,1.0,1.0,0.0,0.0,1.0,0
0.8277744484887779,1.0,-0.982199841382292,-1.1188008067964357,0.0,0.0,1.0,0.0,-0.1669118660402181,0.0,-1.126917740509886,0.0,0.0,-0.8840288193079675,0.0,0.3586982278090057,1.0,1.0,0.0,1.16673651648961,1.0,-1.0748569770162684,1.0,0.0,2.2636062032690805,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0010655304035032,-0.5793997973574113,1.0,0.0,0.0,1.0,1.0,0
0.8277744484887779,1.0,-0.1443433778608324,-1.1188008067964357,1.0,0.0,1.0,0.0,-0.5153389433808665,0.0,-1.126917740509886,1.0,0.0,-0.9083086918237724,0.0,-0.5030952969142092,0.0,1.0,0.0,1.16673651648961,0.0,0.9303563370597766,1.0,0.0,-0.4417729543927776,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0010655304035032,-0.5793997973574113,1.0,0.0,0.0,1.0,1.0,0
0.8277744484887779,1.0,-0.0478591640080636,-1.2409180113122174,1.0,0.0,1.0,0.0,-0.4639044700591515,0.0,-1.126917740509886,1.0,0.0,-0.9563854737492816,0.0,-0.5030952969142092,0.0,1.0,0.0,1.16673651648961,1.0,-1.0748569770162684,1.0,0.0,-0.4417729543927776,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0010655304035032,-0.5793997973574113,1.0,0.0,0.0,1.0,1.0,0
0.8277744484887779,1.0,-1.4159786387775033,-0.1011574358315858,0.0,0.0,0.0,0.0,0.0886013240095905,0.0,0.8873762157187617,0.0,0.0,-0.1322089331879166,1.0,1.2204917525322203,1.0,0.0,0.0,1.16673651648961,0.0,0.9303563370597766,1.0,0.0,-0.4417729543927776,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0010655304035032,-0.5793997973574113,0.0,1.0,0.0,0.0,1.0,0
0.8277744484887779,1.0,0.3436800005944606,0.143076973199978,1.0,0.0,0.0,1.0,1.0111034906829266,1.0,0.8873762157187617,1.0,0.0,0.5149616289874299,1.0,0.3586982278090057,0.0,1.0,0.0,-0.8570915419778968,1.0,0.9303563370597766,0.0,0.0,-0.4417729543927776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.99893560374307,-0.5793997973574113,0.0,0.0,0.0,0.0,0.0,0
